yr,rb,ps,idx,ib,cb,hr,hb,fuku
2023,4,4,42,1,3,0,0,0
2023,4,4,47,1,3,10,4,0
2023,4,4,40,1,3,2,2,0
2023,3,3,53,1,3,6,3,1
2023,4,3,52,1,3,11,4,0
2023,4,3,48,1,3,5,3,0
2023,3,2,54,1,3,0,0,0
2023,1,3,84,3,1,4,3,0
2023,4,4,41,1,3,12,4,0
2023,4,3,46,1,3,13,4,0
2023,4,3,49,1,3,8,4,1
2023,4,4,50,1,3,7,4,0
2023,2,2,72,1,1,2,2,1
2023,4,0,46,1,0,0,0,0
2023,4,3,42,1,3,5,3,0
2023,1,2,73,1,1,4,3,1
2023,4,0,44,1,0,0,0,0
2023,3,0,57,1,0,0,0,0
2023,4,0,41,1,0,0,0,0
2023,4,0,43,1,0,0,0,0
2023,4,3,40,1,3,3,2,0
2023,4,2,54,1,2,0,0,0
2023,4,4,47,1,3,0,0,0
2023,4,3,53,1,3,0,0,0
2023,3,2,55,1,3,6,3,0
2023,2,4,66,1,3,1,1,1
2023,4,0,52,1,0,0,0,0
2023,2,1,64,1,1,6,3,0
2023,4,1,49,1,1,15,4,0
2023,4,3,50,1,3,12,4,0
2023,4,1,51,1,1,4,3,0
2023,4,3,52,1,1,10,4,0
2023,4,4,48,1,3,7,4,0
2023,4,3,41,1,3,13,4,0
2023,4,3,53,1,3,2,2,1
2023,3,2,54,1,1,1,1,0
2023,2,2,71,1,1,5,3,0
2023,4,4,47,1,3,9,4,0
2023,3,4,56,1,3,8,4,0
2023,4,3,46,1,3,11,4,1
2023,1,4,77,2,3,3,2,0
2023,3,2,61,1,1,2,2,0
2023,4,4,41,1,3,9,4,0
2023,3,3,53,1,2,5,3,1
2023,2,3,66,1,1,3,2,0
2023,1,1,84,3,1,6,3,1
2023,2,4,62,1,2,4,3,1
2023,3,3,60,1,2,1,1,0
2023,4,4,52,1,3,8,4,0
2023,4,4,40,1,3,11,4,0
2023,4,1,50,1,1,10,4,0
2023,4,1,46,1,3,7,4,0
2023,3,4,57,1,1,6,3,1
2023,1,3,74,1,1,8,4,0
2023,4,3,50,1,1,12,4,0
2023,2,3,70,1,3,5,3,1
2023,4,2,47,1,3,16,4,0
2023,4,1,48,1,3,14,4,0
2023,4,3,49,1,2,11,4,0
2023,4,2,40,1,3,15,4,0
2023,4,4,51,1,3,2,2,0
2023,4,4,42,1,3,13,4,1
2023,4,4,46,1,1,9,4,0
2023,2,4,64,1,1,3,2,0
2023,3,2,63,1,1,7,4,0
2023,4,0,41,1,0,0,0,0
2023,3,4,55,1,2,7,4,0
2023,4,3,46,1,2,10,4,0
2023,4,2,53,1,2,1,1,1
2023,4,4,42,1,2,9,4,0
2023,4,4,52,1,3,6,3,0
2023,4,2,51,1,3,8,4,0
2023,3,3,54,1,3,2,2,1
2023,4,4,40,1,3,5,3,0
2023,3,0,59,1,0,0,0,0
2023,2,0,67,1,0,0,0,0
2023,1,3,77,2,1,0,0,1
2023,2,3,68,1,2,3,2,0
2023,4,0,48,1,0,0,0,0
2023,4,4,47,1,3,4,3,0
2023,1,3,86,4,1,2,2,0
2023,3,2,54,1,2,3,2,0
2023,4,4,50,1,3,5,3,0
2023,3,3,55,1,1,4,3,0
2023,2,3,62,1,1,1,1,0
2023,4,0,53,1,0,0,0,1
2023,4,3,40,1,3,0,0,0
2023,4,4,41,1,3,8,4,0
2023,4,4,42,1,3,6,3,0
2023,3,2,61,1,1,7,4,1
2023,2,0,67,1,0,0,0,1
2023,2,2,68,1,1,4,3,0
2023,4,4,41,1,3,7,4,0
2023,3,0,62,1,0,0,0,0
2023,1,2,80,3,1,2,2,1
2023,4,4,40,1,3,10,4,0
2023,3,4,52,1,3,8,4,0
2023,2,0,63,1,0,0,0,0
2023,4,4,50,1,3,0,0,0
2023,4,3,51,1,2,5,3,0
2023,3,2,61,1,3,3,2,1
2023,4,4,48,1,3,6,3,0
2023,4,0,46,1,0,0,0,0
2023,4,3,47,1,3,1,1,0
2023,4,4,49,1,3,9,4,1
2023,4,1,42,1,3,14,4,0
2023,4,2,49,1,3,10,4,0
2023,2,2,59,1,3,13,4,0
2023,2,4,68,1,1,2,2,1
2023,4,4,53,1,2,7,4,0
2023,4,2,51,1,3,9,4,0
2023,4,2,50,1,3,8,4,0
2023,3,2,54,1,2,3,2,1
2023,3,4,57,1,1,4,3,1
2023,1,4,78,2,2,1,1,0
2023,4,2,48,1,3,0,0,0
2023,2,3,65,1,2,1,1,0
2023,2,3,72,1,1,4,3,1
2023,4,4,40,1,3,12,4,0
2023,4,2,53,1,3,7,4,1
2023,4,4,49,1,2,5,3,0
2023,3,1,54,1,1,8,4,0
2023,1,1,77,2,2,3,2,0
2023,4,4,41,1,3,11,4,0
2023,3,2,58,1,1,6,3,0
2023,4,4,42,1,3,2,2,0
2023,3,2,59,1,1,9,4,0
2023,4,4,47,1,3,10,4,1
2023,2,2,66,1,3,1,1,1
2023,3,2,65,1,3,2,2,0
2023,4,2,47,1,3,15,4,0
2023,4,3,49,1,3,12,4,0
2023,4,4,41,1,2,5,3,0
2023,2,3,68,1,1,6,3,0
2023,4,4,46,1,3,11,4,0
2023,3,1,58,1,1,4,3,0
2023,4,4,52,1,3,7,4,1
2023,4,4,42,1,3,14,4,0
2023,4,4,51,1,2,9,4,0
2023,4,2,50,1,3,8,4,0
2023,3,3,54,1,3,3,2,0
2023,3,4,55,1,3,7,4,1
2023,4,4,52,1,3,12,4,1
2023,3,2,54,1,2,3,2,0
2023,4,3,47,1,3,8,4,0
2023,4,4,41,1,3,13,4,0
2023,1,2,84,3,1,2,2,0
2023,4,3,48,1,3,9,4,0
2023,4,4,49,1,3,11,4,0
2023,4,3,53,1,2,0,0,0
2023,4,4,40,1,3,14,4,0
2023,3,2,58,1,3,5,3,0
2023,4,3,50,1,3,10,4,0
2023,2,3,59,1,3,6,3,0
2023,2,2,66,1,2,4,3,1
2023,4,3,46,1,3,15,4,0
2023,4,4,51,1,3,1,1,0
2023,1,3,70,1,2,7,4,0
2023,2,2,68,1,1,6,3,0
2023,4,3,50,1,2,3,2,0
2023,2,1,69,1,1,8,4,1
2023,4,4,52,1,3,12,4,1
2023,3,3,54,1,3,4,3,0
2023,3,2,61,1,3,5,3,1
2023,4,0,40,1,0,0,0,0
2023,4,4,48,1,3,2,2,0
2023,4,4,41,1,3,0,0,0
2023,4,2,43,1,3,11,4,0
2023,3,3,56,1,3,13,4,0
2023,4,4,46,1,3,9,4,0
2023,4,4,42,1,3,1,1,0
2023,4,3,53,1,2,0,0,0
2023,4,3,51,1,2,10,4,0
2023,3,4,61,1,3,9,4,0
2023,1,3,76,2,2,4,3,1
2023,4,4,41,1,3,1,1,0
2023,4,3,48,1,3,5,3,0
2023,3,0,54,1,0,0,0,0
2023,3,3,62,1,2,3,2,0
2023,4,2,53,1,3,6,3,0
2023,4,4,50,1,3,13,4,0
2023,4,0,49,1,0,0,0,0
2023,2,4,63,1,2,7,4,1
2023,4,3,42,1,3,11,4,0
2023,4,4,43,1,3,10,4,0
2023,4,4,51,1,3,0,0,1
2023,4,3,40,1,3,2,2,0
2023,4,2,47,1,3,12,4,0
2023,4,4,44,1,3,14,4,0
2023,4,4,46,1,3,8,4,0
2023,3,2,56,1,1,6,3,1
2023,4,4,48,1,2,10,4,0
2023,4,3,46,1,3,9,4,0
2023,4,2,53,1,1,0,0,1
2023,2,2,62,1,1,3,2,0
2023,4,3,49,1,3,5,3,0
2023,3,4,57,1,1,2,2,0
2023,4,4,51,1,3,7,4,0
2023,4,0,50,1,0,0,0,1
2023,4,3,42,1,3,8,4,0
2023,1,4,83,3,2,1,1,1
2023,3,4,59,1,2,11,4,0
2023,4,2,48,1,3,14,4,0
2023,4,4,42,1,3,0,0,0
2023,2,1,68,1,1,6,3,1
2023,4,1,55,1,2,9,4,0
2023,3,3,56,1,1,7,4,0
2023,4,1,51,1,1,2,2,0
2023,4,3,50,1,3,10,4,0
2023,3,3,57,1,2,12,4,0
2023,4,4,46,1,2,5,3,0
2023,4,4,40,1,3,16,4,0
2023,4,2,52,1,2,0,0,0
2023,4,4,41,1,2,4,3,0
2023,4,4,47,1,3,15,4,0
2023,2,2,60,1,1,3,2,1
2023,4,3,43,1,3,8,4,0
2023,4,1,48,1,1,5,3,0
2023,4,2,53,1,1,7,4,0
2023,3,2,57,1,1,3,2,0
2023,4,2,41,1,3,8,4,0
2023,3,2,56,1,3,6,3,0
2023,2,2,68,1,1,4,3,1
2023,2,3,75,2,2,1,1,1
2023,3,1,54,1,1,0,0,0
2023,4,3,40,1,3,9,4,0
2023,1,1,78,2,1,2,2,1
2023,4,0,55,1,0,0,0,0
2023,4,4,44,1,3,9,4,0
2023,3,2,60,1,2,1,1,1
2023,4,4,42,1,3,10,4,0
2023,1,1,76,2,1,8,4,1
2023,4,4,41,1,3,5,3,0
2023,4,0,48,1,0,0,0,0
2023,2,2,68,1,3,0,0,1
2023,3,3,61,1,3,12,4,0
2023,4,4,43,1,3,7,4,0
2023,2,3,62,1,3,2,2,0
2023,4,0,40,1,0,0,0,0
2023,3,1,56,1,2,4,3,0
2023,4,4,53,1,3,6,3,0
2023,4,4,46,1,3,3,2,0
2023,4,2,47,1,3,11,4,0
2023,4,3,45,1,3,8,4,0
2023,4,2,50,1,3,0,0,1
2023,4,0,41,1,0,0,0,0
2023,2,2,74,1,2,4,3,1
2023,4,4,40,1,3,10,4,0
2023,4,1,52,1,3,5,3,0
2023,1,2,80,3,1,2,2,0
2023,4,4,43,1,3,3,2,0
2023,3,3,54,1,2,0,0,1
2023,4,2,44,1,3,9,4,0
2023,4,2,47,1,3,6,3,0
2023,3,3,53,1,2,7,4,0
2023,4,4,42,1,3,11,4,0
2023,3,4,62,1,2,10,4,0
2023,3,0,60,1,0,0,0,1
2023,4,2,56,1,2,4,3,0
2023,2,3,64,1,3,2,2,1
2023,4,3,45,1,3,11,4,0
2023,4,3,42,1,3,13,4,0
2023,4,2,40,1,3,1,1,0
2023,3,4,59,1,2,7,4,0
2023,2,2,67,1,1,5,3,1
2023,1,0,70,1,0,0,0,0
2023,4,2,51,1,2,3,2,0
2023,4,4,44,1,3,12,4,0
2023,4,3,46,1,3,9,4,0
2023,4,3,43,1,2,8,4,0
2023,4,4,41,1,3,6,3,0
2023,2,4,64,1,2,11,4,1
2023,4,4,48,1,3,0,0,0
2023,3,2,59,1,3,8,4,0
2023,2,2,65,1,2,1,1,0
2023,3,3,54,1,2,5,3,0
2023,4,4,47,1,3,0,0,0
2023,4,3,49,1,3,9,4,0
2023,4,4,50,1,2,2,2,0
2023,3,4,58,1,3,3,2,1
2023,2,2,67,1,1,7,4,1
2023,4,2,51,1,1,8,4,1
2023,4,2,46,1,2,10,4,0
2023,3,4,59,1,1,3,2,1
2023,4,2,53,1,1,6,3,0
2023,4,1,54,1,1,4,3,0
2023,3,4,58,1,2,5,3,0
2023,4,4,41,1,3,11,4,0
2023,1,2,74,1,1,1,1,0
2023,3,3,57,1,1,9,4,0
2023,2,1,63,1,1,2,2,0
2023,4,3,47,1,3,8,4,0
2023,4,2,48,1,3,14,4,0
2023,2,3,61,1,2,2,2,1
2023,4,4,54,1,3,0,0,1
2023,4,4,46,1,3,15,4,0
2023,3,1,56,1,2,3,2,0
2023,3,3,55,1,2,7,4,0
2023,4,2,50,1,3,9,4,0
2023,1,1,73,1,1,1,1,0
2023,2,3,69,1,2,4,3,1
2023,4,3,41,1,3,11,4,0
2023,4,4,52,1,3,6,3,0
2023,4,2,53,1,1,12,4,0
2023,4,4,42,1,3,10,4,0
2023,3,4,60,1,3,5,3,0
2023,4,4,41,1,3,6,3,0
2023,2,3,67,1,2,4,3,1
2023,4,4,45,1,3,9,4,0
2023,3,3,60,1,3,8,4,0
2023,3,2,55,1,3,1,1,0
2023,4,4,43,1,3,0,0,0
2023,4,0,42,1,0,0,0,0
2023,3,2,54,1,2,0,0,0
2023,4,2,48,1,3,5,3,0
2023,4,3,40,1,3,11,4,0
2023,4,2,53,1,3,0,0,1
2023,1,4,73,1,3,2,2,0
2023,4,4,51,1,3,7,4,1
2023,2,4,71,1,2,3,2,0
2023,4,4,44,1,3,10,4,0
2023,4,0,49,1,0,0,0,0
2023,4,2,51,1,2,9,4,0
2023,3,4,60,1,2,8,4,1
2023,4,3,46,1,3,11,4,0
2023,4,3,47,1,3,10,4,0
2023,4,3,50,1,3,4,3,0
2023,3,2,58,1,2,3,2,0
2023,4,3,54,1,3,5,3,0
2023,4,3,53,1,2,6,3,0
2023,1,1,81,3,1,1,1,1
2023,4,0,52,1,0,0,0,0
2023,2,2,61,1,2,2,2,0
2023,3,2,57,1,2,12,4,0
2023,4,0,49,1,0,0,0,0
2023,4,4,48,1,3,13,4,0
2023,2,4,63,1,3,7,4,1
2023,4,2,40,1,3,0,0,0
2023,4,4,44,1,3,16,4,0
2023,1,1,75,2,1,2,2,1
2023,4,4,46,1,3,12,4,0
2023,4,4,43,1,3,8,4,0
2023,3,0,56,1,0,0,0,1
2023,2,0,62,1,0,0,0,1
2023,3,2,61,1,2,3,2,0
2023,4,3,40,1,3,1,1,0
2023,4,3,49,1,3,5,3,0
2023,4,3,48,1,3,7,4,0
2023,4,4,53,1,3,11,4,0
2023,2,3,67,1,1,4,3,0
2023,4,2,45,1,3,10,4,0
2023,4,2,54,1,3,13,4,0
2023,4,4,41,1,3,14,4,0
2023,4,4,42,1,3,15,4,0
2023,3,3,55,1,3,6,3,0
2023,4,3,47,1,2,9,4,0
2023,3,2,60,1,1,3,2,0
2023,2,3,71,1,2,1,1,0
2023,4,3,49,1,3,8,4,0
2023,4,4,40,1,3,9,4,0
2023,1,2,76,2,1,2,2,1
2023,2,4,68,1,3,6,3,0
2023,4,2,48,1,3,10,4,0
2023,4,0,50,1,0,0,0,0
2023,3,3,57,1,3,4,3,1
2023,4,4,47,1,3,7,4,0
2023,2,4,65,1,2,1,1,1
2023,1,3,76,2,1,6,3,1
2023,3,3,59,1,2,2,2,0
2023,2,2,69,1,1,7,4,1
2023,4,4,41,1,3,5,3,0
2023,4,3,42,1,3,14,4,0
2023,3,3,55,1,3,9,4,0
2023,3,4,54,1,3,4,3,0
2023,4,3,50,1,3,0,0,0
2023,4,4,49,1,3,11,4,0
2023,4,3,46,1,3,12,4,0
2023,4,2,48,1,3,10,4,0
2023,4,4,41,1,2,4,3,0
2023,3,1,54,1,1,7,4,1
2023,1,4,72,1,1,5,3,1
2023,4,4,50,1,2,2,2,0
2023,4,2,47,1,3,10,4,0
2023,3,3,60,1,2,9,4,0
2023,4,4,48,1,3,8,4,0
2023,2,4,64,1,2,1,1,0
2023,4,2,53,1,1,3,2,1
2023,4,4,40,1,3,11,4,0
2023,4,3,46,1,3,15,4,0
2023,2,3,70,1,1,6,3,0
2023,3,2,59,1,1,14,4,0
2023,2,2,70,1,1,3,2,1
2023,3,3,55,1,3,6,3,0
2023,4,0,40,1,0,0,0,0
2023,4,3,47,1,3,7,4,0
2023,1,2,81,3,1,2,2,1
2023,3,2,59,1,2,1,1,1
2023,3,4,54,1,2,0,0,0
2023,4,3,49,1,3,4,3,0
2023,4,4,50,1,3,8,4,0
2023,4,4,48,1,3,5,3,0
2023,2,2,68,1,1,0,0,0
2023,4,0,46,1,0,0,0,0
2023,4,4,41,1,3,0,0,0
2023,4,3,48,1,3,9,4,0
2023,4,4,43,1,3,14,4,0
2023,3,3,58,1,2,5,3,1
2023,4,4,50,1,3,12,4,0
2023,3,2,54,1,3,7,4,0
2023,3,3,53,1,3,11,4,0
2023,4,4,51,1,2,6,3,0
2023,1,2,75,2,2,1,1,1
2023,2,4,70,1,2,2,2,1
2023,4,4,40,1,3,13,4,0
2023,4,4,47,1,3,8,4,0
2023,2,3,74,1,1,3,2,0
2023,4,3,42,1,3,10,4,0
2023,4,4,49,1,3,4,3,0
2023,4,3,46,1,3,0,0,0
2023,1,2,81,3,2,4,3,1
2023,3,2,58,1,2,5,3,0
2023,4,4,44,1,3,13,4,0
2023,4,2,55,1,1,2,2,0
2023,3,2,59,1,1,3,2,0
2023,2,4,63,1,2,1,1,1
2023,4,3,48,1,3,0,0,0
2023,4,4,46,1,3,11,4,0
2023,4,0,42,1,0,0,0,0
2023,4,3,54,1,2,7,4,0
2023,4,4,40,1,3,12,4,0
2023,4,4,43,1,3,10,4,0
2023,2,2,62,1,2,6,3,0
2023,4,4,47,1,3,8,4,0
2023,4,2,41,1,3,14,4,0
2023,2,4,72,1,3,4,3,1
2023,4,3,41,1,2,8,4,0
2023,3,2,56,1,3,6,3,0
2023,4,3,40,1,3,9,4,0
2023,1,3,84,3,1,0,0,0
2023,4,2,47,1,3,1,1,0
2023,4,4,52,1,3,0,0,0
2023,3,3,55,1,3,3,2,1
2023,4,4,48,1,3,7,4,0
2023,3,3,54,1,2,5,3,0
2023,2,3,66,1,1,2,2,1
2023,4,2,43,1,3,14,4,0
2023,2,3,64,1,3,4,3,0
2023,4,4,42,1,3,6,3,0
2023,3,2,60,1,3,7,4,0
2023,3,3,54,1,1,3,2,0
2023,4,3,44,1,3,9,4,0
2023,2,2,71,1,1,5,3,0
2023,4,3,51,1,3,12,4,0
2023,4,2,40,1,3,13,4,0
2023,3,4,55,1,3,2,2,0
2023,1,2,80,3,1,1,1,1
2023,4,4,41,1,3,11,4,1
2023,4,2,53,1,3,10,4,1
2023,4,3,47,1,1,0,0,0
2023,3,1,67,1,1,5,3,0
2023,4,4,47,1,3,12,4,0
2023,4,4,46,1,3,11,4,0
2023,2,2,70,1,1,8,4,0
2023,3,4,56,1,3,7,4,1
2023,1,3,71,1,1,2,2,1
2023,4,4,49,1,3,10,4,0
2023,4,4,50,1,3,9,4,0
2023,4,3,53,1,2,6,3,0
2023,4,4,48,1,3,3,2,0
2023,4,4,41,1,3,14,4,0
2023,4,3,40,1,3,13,4,0
2023,2,2,68,1,1,1,1,0
2023,4,4,47,1,3,6,3,0
2023,3,4,57,1,3,3,2,1
2023,2,3,68,1,3,0,0,1
2023,4,4,49,1,3,8,4,0
2023,4,4,41,1,3,0,0,0
2023,1,1,78,2,1,2,2,0
2023,3,3,53,1,2,1,1,0
2023,4,4,42,1,3,9,4,0
2023,3,4,58,1,3,7,4,0
2023,4,4,50,1,3,10,4,0
2023,2,4,72,1,2,4,3,1
2023,4,4,40,1,3,5,3,0
2023,4,3,43,1,3,12,4,0
2023,3,4,55,1,3,4,3,1
2023,4,4,42,1,3,14,4,0
2023,2,2,71,1,1,3,2,0
2023,3,3,54,1,2,2,2,0
2023,4,3,47,1,3,9,4,1
2023,4,4,41,1,3,13,4,0
2023,2,1,65,1,3,1,1,0
2023,4,3,46,1,2,7,4,0
2023,4,4,40,1,3,6,3,0
2023,3,2,63,1,2,11,4,0
2023,1,1,79,2,2,5,3,0
2023,4,3,53,1,2,10,4,1
2023,4,4,52,1,3,8,4,0
2023,4,4,41,1,3,12,4,0
2023,3,3,59,1,1,4,3,0
2023,4,2,49,1,3,0,0,0
2023,3,3,57,1,1,9,4,0
2023,4,1,51,1,1,0,0,0
2023,4,2,52,1,1,10,4,0
2023,4,2,40,1,1,11,4,0
2023,1,1,75,2,1,0,0,1
2023,3,2,60,1,1,2,2,0
2023,2,4,70,1,1,3,2,1
2023,4,1,43,1,3,13,4,0
2023,4,2,50,1,3,1,1,0
2023,4,4,44,1,3,5,3,0
2023,2,3,62,1,1,7,4,1
2023,4,3,42,1,3,6,3,0
2023,3,4,59,1,3,7,4,0
2023,4,3,47,1,3,0,0,0
2023,4,4,48,1,3,5,3,0
2023,4,3,46,1,3,2,2,0
2023,2,3,65,1,2,6,3,1
2023,2,1,66,1,1,4,3,1
2023,3,3,55,1,3,3,2,0
2023,1,3,84,3,1,1,1,1
2023,3,4,55,1,3,10,4,0
2023,4,4,47,1,2,7,4,0
2023,2,3,64,1,1,8,4,0
2023,4,2,48,1,3,5,3,1
2023,4,4,50,1,3,4,3,0
2023,1,3,82,3,2,3,2,1
2023,3,1,59,1,2,1,1,0
2023,4,2,49,1,3,2,2,0
2023,2,2,70,1,3,6,3,1
2023,3,4,51,1,3,9,4,0
2023,3,3,60,1,2,8,4,0
2023,4,3,52,1,1,2,2,0
2023,3,2,58,1,3,6,3,0
2023,2,4,66,1,1,11,4,1
2023,4,1,51,1,1,4,3,0
2023,4,3,41,1,3,10,4,0
2023,2,2,61,1,1,14,4,0
2023,4,2,50,1,3,3,2,0
2023,4,3,43,1,3,13,4,0
2023,4,4,46,1,2,5,3,1
2023,4,2,56,1,3,12,4,1
2023,4,4,42,1,3,15,4,0
2023,1,4,72,1,3,1,1,0
2023,4,4,40,1,3,9,4,0
2023,3,2,59,1,3,16,4,0
2023,4,4,47,1,3,17,4,0
2023,3,0,59,1,0,0,0,1
2023,4,4,41,1,3,0,0,0
2023,2,2,70,1,2,6,3,1
2023,4,4,43,1,3,10,4,0
2023,4,4,49,1,3,5,3,0
2023,1,3,82,3,1,1,1,0
2023,4,4,46,1,3,7,4,0
2023,2,3,60,1,2,3,2,0
2023,4,3,48,1,3,0,0,0
2023,4,4,42,1,3,8,4,0
2023,4,4,51,1,3,9,4,0
2023,4,4,40,1,3,11,4,0
2023,3,3,58,1,2,4,3,1
2023,4,4,47,1,3,2,2,0
2023,2,3,70,1,2,4,3,1
2023,1,2,74,1,2,3,2,0
2023,4,3,46,1,3,13,4,1
2023,4,3,41,1,3,12,4,0
2023,4,4,42,1,3,5,3,0
2023,4,4,50,1,3,11,4,0
2023,4,0,53,1,0,0,0,0
2023,3,3,60,1,2,1,1,1
2023,4,3,40,1,3,2,2,0
2023,4,4,43,1,3,14,4,0
2023,2,2,63,1,2,8,4,0
2023,4,3,49,1,2,10,4,0
2023,3,4,57,1,2,7,4,0
2023,4,0,48,1,0,0,0,0
2023,3,4,59,1,3,6,3,0
2023,4,3,47,1,3,9,4,0
2023,4,2,41,1,3,9,4,0
2023,3,0,55,1,0,0,0,0
2023,4,3,50,1,3,6,3,0
2023,4,4,47,1,3,7,4,0
2023,2,4,70,1,1,2,2,1
2023,3,3,54,1,2,5,3,0
2023,4,0,43,1,0,0,0,0
2023,4,4,46,1,3,11,4,0
2023,2,3,65,1,1,8,4,0
2023,4,4,49,1,3,4,3,1
2023,4,4,51,1,3,0,0,0
2023,4,4,42,1,3,1,1,0
2023,1,2,86,4,1,3,2,1
2023,3,0,52,1,0,0,0,0
2023,4,2,40,1,3,10,4,0
2023,2,4,66,1,1,1,1,0
2023,4,4,54,1,3,2,2,1
2023,3,2,57,1,2,4,3,0
2023,2,3,64,1,3,3,2,0
2023,4,3,52,1,2,7,4,1
2023,3,2,55,1,1,0,0,0
2023,3,2,60,1,1,5,3,1
2023,2,4,70,1,3,5,3,0
2023,4,3,51,1,2,7,4,0
2023,4,4,50,1,3,10,4,0
2023,3,3,52,1,3,11,4,0
2023,3,4,55,1,3,3,2,0
2023,2,2,62,1,2,2,2,1
2023,4,1,49,1,3,6,3,0
2023,1,4,86,4,1,4,3,1
2023,2,2,71,1,1,5,3,0
2023,4,3,51,1,3,9,4,0
2023,1,4,78,2,2,7,4,1
2023,4,4,41,1,3,11,4,0
2023,3,3,55,1,2,3,2,1
2023,4,3,40,1,3,12,4,0
2023,4,3,52,1,3,1,1,0
2023,4,3,42,1,1,2,2,0
2023,3,3,57,1,1,4,3,0
2023,2,4,67,1,1,10,4,0
2023,4,3,47,1,2,8,4,0
2023,3,1,58,1,1,6,3,1
2023,4,4,40,1,3,14,4,0
2023,4,2,52,1,3,8,4,0
2023,4,4,47,1,3,11,4,0
2023,4,4,49,1,3,7,4,0
2023,4,1,50,1,3,12,4,0
2023,4,4,41,1,3,13,4,0
2023,4,4,42,1,3,0,0,0
2023,1,1,86,4,1,3,2,1
2023,4,4,51,1,3,5,3,0
2023,2,3,75,2,2,0,0,0
2023,2,2,59,1,3,4,3,0
2023,4,3,48,1,3,10,4,0
2023,3,3,53,1,2,2,2,1
2023,3,2,55,1,3,1,1,1
2023,3,3,56,1,3,9,4,0
2023,4,4,46,1,3,6,3,0
2023,4,4,42,1,3,0,0,0
2023,4,4,47,1,3,4,3,0
2023,2,2,70,1,1,1,1,1
2023,4,2,51,1,1,7,4,0
2023,4,0,46,1,0,0,0,0
2023,4,4,43,1,3,11,4,0
2023,4,0,40,1,0,0,0,0
2023,3,3,54,1,2,6,3,0
2023,4,4,41,1,3,10,4,0
2023,3,4,56,1,2,3,2,0
2023,3,0,59,1,0,0,0,1
2023,1,2,76,2,1,0,0,1
2023,4,2,49,1,3,8,4,0
2023,4,3,52,1,1,5,3,0
2023,4,3,53,1,2,2,2,0
2023,2,3,65,1,2,9,4,0
2023,1,0,68,1,0,0,0,0
2023,4,4,48,1,3,0,0,0
2023,4,0,51,1,0,0,0,1
2023,3,3,57,1,2,7,4,1
2023,3,2,63,1,1,5,3,0
2023,2,2,64,1,2,4,3,0
2023,4,3,40,1,3,10,4,0
2023,4,4,43,1,3,8,4,0
2023,3,4,60,1,1,3,2,1
2023,4,3,50,1,2,0,0,0
2023,4,2,56,1,2,1,1,0
2023,4,3,45,1,3,9,4,0
2023,4,0,46,1,0,0,0,0
2023,4,4,52,1,2,2,2,0
2023,4,4,41,1,3,13,4,0
2023,4,4,42,1,3,12,4,0
2023,4,2,44,1,3,11,4,0
2023,2,2,65,1,2,6,3,0
2023,4,3,53,1,1,7,4,0
2023,3,2,54,1,3,6,3,0
2023,4,1,51,1,3,8,4,0
2023,2,2,60,1,3,1,1,0
2023,1,3,78,2,1,4,3,1
2023,3,3,55,1,2,2,2,0
2023,3,4,57,1,2,5,3,0
2023,2,3,77,2,1,3,2,0
2023,4,3,40,1,3,11,4,0
2023,4,2,50,1,1,9,4,1
2023,4,3,41,1,3,12,4,1
2023,4,4,40,1,3,3,2,0
2023,4,2,46,1,3,10,4,0
2023,3,4,58,1,3,14,4,0
2023,4,2,47,1,2,8,4,0
2023,2,4,59,1,2,4,3,0
2023,1,4,79,2,3,11,4,0
2023,4,2,50,1,3,13,4,0
2023,3,4,54,1,2,6,3,0
2023,2,1,78,2,2,1,1,1
2023,3,4,57,1,2,2,2,0
2023,4,4,53,1,3,12,4,1
2023,4,3,49,1,3,7,4,0
2023,4,2,48,1,3,9,4,1
2023,4,2,41,1,3,5,3,0
2023,4,2,52,1,3,5,3,0
2023,3,1,59,1,1,0,0,0
2023,4,2,46,1,2,13,4,0
2023,3,2,56,1,2,6,3,0
2023,4,3,42,1,3,12,4,0
2023,2,3,63,1,1,1,1,1
2023,4,2,47,1,3,7,4,0
2023,1,3,73,1,2,2,2,1
2023,4,2,50,1,1,0,0,0
2023,4,2,54,1,1,4,3,0
2023,4,2,49,1,1,9,4,0
2023,4,3,48,1,3,11,4,1
2023,2,2,71,1,1,3,2,0
2023,3,3,58,1,3,8,4,0
2023,2,0,76,2,0,0,0,0
2023,4,4,50,1,3,3,2,0
2023,1,3,82,3,1,2,2,1
2023,4,0,46,1,0,0,0,0
2023,4,2,47,1,3,10,4,0
2023,4,4,42,1,3,14,4,0
2023,4,4,40,1,3,12,4,0
2023,4,3,44,1,3,9,4,0
2023,3,3,56,1,2,1,1,1
2023,4,4,48,1,3,8,4,0
2023,3,3,51,1,2,6,3,0
2023,2,2,64,1,1,4,3,1
2023,3,4,54,1,2,7,4,0
2023,4,3,41,1,3,11,4,0
2023,4,4,43,1,3,5,3,0
2023,4,4,45,1,3,13,4,0
2023,4,3,52,1,3,7,4,0
2023,3,3,54,1,3,11,4,0
2023,3,2,56,1,2,5,3,1
2023,4,3,46,1,3,14,4,0
2023,4,4,53,1,3,12,4,0
2023,4,4,40,1,3,15,4,0
2023,2,1,62,1,1,1,1,0
2023,4,4,50,1,1,0,0,0
2023,4,3,42,1,3,10,4,0
2023,4,1,43,1,3,2,2,0
2023,3,2,58,1,3,13,4,1
